Account	Flag	Check Number	Date	Payee	Category	Master Category	Sub Category	Memo	Outflow	Inflow	Cleared	Running Balance
Cash In Wallet			9/24/2017	Vending Machine	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Sam	$4.00 	$0.00 	R	$146.00 
Cash In Wallet			9/24/2017	Kensington	Everday Wants:Spending Money	Everday Wants	Spending Money	Sam	$10.00 	$0.00 	R	$136.00 
Cash In Wallet			10/12/2017	Andrei Kop. Stats	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Charlies	$0.00 	$3.00 	R	$139.00 
Cash In Wallet			10/15/2017	Mom	Income:Available this month	Income	Available this month	Cash in wallet	$0.00 	$80.00 	R	$219.00 
Cash In Wallet			10/25/2017	Sadako	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$1.00 	$0.00 	R	$218.00 
Cash In Wallet			10/25/2017	University Of Michigan	Everyday Needs:Medical	Everyday Needs	Medical	Valet blood draw	$5.00 	$0.00 	R	$213.00 
Cash In Wallet			10/26/2017	Ashley's	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Andre and gang 	$3.00 	$0.00 	R	$210.00 
Cash In Wallet			10/31/2017	Great Clips	Everday Wants:Spending Money	Everday Wants	Spending Money	Haircut for interview	$20.00 	$0.00 	R	$190.00 
Cash In Wallet			11/2/2017	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$9.00 	$0.00 	R	$181.00 
Cash In Wallet			11/10/2017	ZS Associates	Leverage:Personal Debts	Leverage	Personal Debts	ZS needs to reimburse me	$81.00 	$0.00 	R	$100.00 
Cash In Wallet			11/12/2017	The Vig	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joey and Joe	$10.00 	$0.00 	R	$90.00 
Cash In Wallet			11/12/2017	The Vig	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joey and Joe Roh	$10.00 	$0.00 	R	$80.00 
Cash In Wallet			11/22/2017	Heidelberg	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with the gang	$20.00 	$0.00 	R	$60.00 
Cash In Wallet			12/3/2017	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$0.00 	$5.00 	R	$65.00 
Cash In Wallet			12/10/2017	Sadako	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley and Shelby	$0.00 	$20.00 	R	$85.00 
Cash In Wallet			12/22/2017	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$20.00 	$0.00 	R	$65.00 
Cash In Wallet			12/25/2017	Aunt Jane	Income:Available next month	Income	Available next month	Christmas	$0.00 	$100.00 	R	$165.00 
Cash In Wallet			12/25/2017	Mom	Income:Available next month	Income	Available next month	Christmas	$0.00 	$20.00 	R	$185.00 
Cash In Wallet			12/25/2017	Transfer : Cash in Safe					$520.00 	$0.00 	R	($335.00)
Cash In Wallet			12/28/2017	Transfer : Cash in Safe					$0.00 	$325.00 	R	($10.00)
Cash In Wallet			12/28/2017	Casino	Income:Available next month	Income	Available next month		$0.00 	$146.00 	R	$136.00 
Cash In Wallet			12/30/2017	Transfer : Cash in Safe					$35.00 	$0.00 	R	$101.00 
Cash In Wallet			12/31/2017	Toll Booth	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Andrei NYE - Chicago	$10.00 	$0.00 	R	$91.00 
Cash In Wallet			1/1/2018	Toll Booth	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Andrei NYE - Chicago	$10.00 	$0.00 	R	$81.00 
Cash In Wallet			1/4/2018	Transfer : Cash in Safe					$0.00 	$300.00 	R	$381.00 
Cash In Wallet			1/4/2018	Mom And Dad	Income:Available next month	Income	Available next month	Birthday 	$0.00 	$100.00 	R	$481.00 
Cash In Wallet			1/8/2018	Parking	Infrequent Purchases and Payments:Parking	Infrequent Purchases and Payments	Parking	Parking Spot for January - April 8 - 931 Greenwood	$240.00 	$0.00 	R	$241.00 
Cash In Wallet			1/9/2018	Skeeps	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with my house	$14.00 	$0.00 	R	$227.00 
Cash In Wallet			1/11/2018	Aunt Jane	Income:Available this month	Income	Available this month	Birthday	$0.00 	$25.00 	R	$252.00 
Cash In Wallet			1/11/2018	Skeeps	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with my house	$8.00 	$0.00 	R	$244.00 
Cash In Wallet			1/12/2018	Parking	Infrequent Purchases and Payments:Parking	Infrequent Purchases and Payments	Parking	Parking Exclusivity - 931 Greenwood	$80.00 	$0.00 	R	$164.00 
Cash In Wallet			1/20/2018	No Thai	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$19.00 	$0.00 	R	$145.00 
Cash In Wallet			2/1/2018	Ricks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with the gang	$5.00 	$0.00 	R	$140.00 
Cash In Wallet			2/2/2018	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$29.00 	$0.00 	R	$111.00 
Cash In Wallet			2/9/2018	Titos	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with the gang	$29.84 	$0.00 	R	$81.16 
Cash In Wallet			2/11/2018	Transfer : Cash in Safe					$0.00 	$130.00 	R	$211.16 
Cash In Wallet			2/18/2018	Joey Anthony	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Gun lake 	$100.00 	$0.00 	R	$111.16 
Cash In Wallet			2/23/2018	Transfer : Cash in Safe					$0.00 	$630.00 	R	$741.16 
Cash In Wallet			2/24/2018	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$0.00 	$2.84 	R	$744.00 
Cash In Wallet			2/27/2018	Church Barber Shop	Everday Wants:Spending Money	Everday Wants	Spending Money	Buzz cut	$20.00 	$0.00 	R	$724.00 
Cash In Wallet			2/28/2018	Liquior Store	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$5.00 	$0.00 	R	$719.00 
Cash In Wallet			3/3/2018	Arnold Expo	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation		$20.00 	$0.00 	R	$699.00 
Cash In Wallet			3/3/2018	Arnold Expo	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation		$20.00 	$0.00 	R	$679.00 
Cash In Wallet			3/7/2018	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$40.00 	$0.00 	R	$639.00 
Cash In Wallet			3/17/2018	Backroom	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Eli Pizza	$8.00 	$0.00 	R	$631.00 
Cash In Wallet			3/17/2018	Ricks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Cover for Eli and I	$10.00 	$0.00 	R	$621.00 
Cash In Wallet			3/17/2018	Ricks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Eli tequila	$19.00 	$0.00 	R	$602.00 
Cash In Wallet			3/18/2018	Transfer : Checking Main				Sam Venmo	$0.00 	$7.00 	R	$609.00 
Cash In Wallet			3/18/2018	Starbucks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Food	$5.00 	$0.00 	R	$604.00 
Cash In Wallet			3/20/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$3.00 	$0.00 	R	$601.00 
Cash In Wallet			3/22/2018	Brown Jug	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	out with the gang	$20.00 	$0.00 	R	$581.00 
Cash In Wallet			3/31/2018	Skeeps	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with Joey and them	$5.00 	$0.00 	R	$576.00 
Cash In Wallet			3/31/2018	Ricks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Dont Know	$9.00 	$0.00 	R	$567.00 
Cash In Wallet			4/1/2018	Mom	Income:Available this month	Income	Available this month	Easter	$0.00 	$25.00 	R	$592.00 
Cash In Wallet			4/15/2018	Mom	Income:Available this month	Income	Available this month	Money for Chipolte	$0.00 	$25.00 	R	$617.00 
Cash In Wallet			4/26/2018	Ricks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joey Cover	$5.00 	$0.00 	R	$612.00 
Cash In Wallet			5/6/2018	Carnation Resturant	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Tip	$2.00 	$0.00 	R	$610.00 
Cash In Wallet			5/7/2018	Derby Day Colorado	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Filling in amounts	$20.00 	$0.00 	R	$590.00 
Cash In Wallet			5/7/2018	Mountain Sun	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Sam boulder	$50.00 	$0.00 	R	$540.00 
Cash In Wallet			5/8/2018	Derby Day Colorado	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Unknown	$20.00 	$0.00 	R	$520.00 
Cash In Wallet			5/8/2018	Transfer : Checking Main				Sam refund for cash	$100.00 	$0.00 	R	$420.00 
Cash In Wallet			5/9/2018	Derby Day Colorado	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Unknown	$19.00 	$0.00 	R	$401.00 
Cash In Wallet			5/10/2018	Powerhouse Gym	"Everday Wants:Health, Gym, Supps"	Everday Wants	"Health, Gym, Supps"	One day pass	$5.00 	$0.00 	R	$396.00 
Cash In Wallet			5/10/2018	Great Clips	Everday Wants:Spending Money	Everday Wants	Spending Money	Haircut 	$17.00 	$0.00 	R	$379.00 
Cash In Wallet			5/11/2018	Powerhouse Gym	"Everday Wants:Health, Gym, Supps"	Everday Wants	"Health, Gym, Supps"	Day pass	$5.00 	$0.00 	R	$374.00 
Cash In Wallet			5/14/2018	Powerhouse Gym	"Everday Wants:Health, Gym, Supps"	Everday Wants	"Health, Gym, Supps"	Guest pass	$5.00 	$0.00 	R	$369.00 
Cash In Wallet			5/15/2018	Amazon	StopGap / Rainy Day Funds:Deffered Income	StopGap / Rainy Day Funds	Deffered Income	Cam Refund for the payment	$0.00 	$20.00 	R	$389.00 
Cash In Wallet			5/20/2018	Mckeys	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Alli	$7.00 	$0.00 	R	$382.00 
Cash In Wallet			5/21/2018	Powerhouse Gym	"Everday Wants:Health, Gym, Supps"	Everday Wants	"Health, Gym, Supps"	Liz and I	$10.00 	$0.00 	R	$372.00 
Cash In Wallet			5/24/2018	Uber	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Tipping the dude for picking me up	$3.00 	$0.00 	R	$369.00 
Cash In Wallet			5/24/2018	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$46.00 	$0.00 	R	$323.00 
Cash In Wallet			5/25/2018	Bar	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joey	$3.50 	$0.00 	R	$319.50 
Cash In Wallet			5/26/2018	Bar	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joey	$3.50 	$0.00 	R	$316.00 
Cash In Wallet			5/27/2018	Social 25	Everday Wants:Dating	Everday Wants	Dating	Cover	$40.00 	$0.00 	R	$276.00 
Cash In Wallet			5/29/2018	Halal Food	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	To frying pan 	$7.00 	$0.00 	R	$269.00 
Cash In Wallet			6/2/2018	Street Fair	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Watermelon	$4.00 	$0.00 	R	$265.00 
Cash In Wallet			6/2/2018	Michaels Barbershop	Everday Wants:Spending Money	Everday Wants	Spending Money	Danny - Uzbekistan - six languages	$20.00 	$0.00 	R	$245.00 
Cash In Wallet			6/3/2018	Transfer : Checking Main					$0.00 	$120.00 	R	$365.00 
Cash In Wallet			6/3/2018	Tip	Everday Wants:Spending Money	Everday Wants	Spending Money	Waiter dude Manhattan hotel 	$5.00 	$0.00 	R	$360.00 
Cash In Wallet			6/3/2018	Halal Food	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$7.00 	$0.00 	R	$353.00 
Cash In Wallet			6/4/2018	Reconciliation Balance Adjustment	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$10.80 	$0.00 	R	$342.20 
Cash In Wallet			6/5/2018	Cafe Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$4.00 	$0.00 	R	$338.20 
Cash In Wallet			6/5/2018	Reconciliation Balance Adjustment	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$10.80 	$0.00 	R	$327.40 
Cash In Wallet			6/6/2018	Reconciliation Balance Adjustment	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$10.80 	$0.00 	R	$316.60 
Cash In Wallet			6/7/2018	Reconciliation Balance Adjustment	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$10.80 	$0.00 	R	$305.80 
Cash In Wallet			6/8/2018	Reconciliation Balance Adjustment	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$10.80 	$0.00 	R	$295.00 
Cash In Wallet			6/22/2018	Pizza Window	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	with Moe	$8.00 	$0.00 	R	$287.00 
Cash In Wallet			6/22/2018	Macys	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Watch band sizing 	$10.00 	$0.00 	R	$277.00 
Cash In Wallet			6/23/2018	Pizza Parlor	Everday Wants:Dating	Everday Wants	Dating	Alli	$9.00 	$0.00 	R	$268.00 
Cash In Wallet			6/23/2018	Howl At The Moon	Everday Wants:Dating	Everday Wants	Dating	Cover	$10.00 	$0.00 	R	$258.00 
Cash In Wallet			7/20/2018	11-Jul	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Pre interview	$5.00 	$0.00 	R	$253.00 
Cash In Wallet			7/21/2018	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$49.00 	$0.00 	R	$204.00 
Cash In Wallet			7/25/2018	Halal Food	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$8.00 	$0.00 	R	$196.00 
Cash In Wallet			7/26/2018	Halal Food	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$8.00 	$0.00 	R	$188.00 
Cash In Wallet			7/28/2018	Reds Hot Dog Stand	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$4.00 	$0.00 	R	$184.00 
Cash In Wallet			8/8/2018	Bar	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Gabby in	$0.00 	$40.00 	R	$224.00 
Cash In Wallet			8/8/2018	Bar	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation		$5.00 	$0.00 	R	$219.00 
Cash In Wallet			8/8/2018	Bar	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation		$20.00 	$0.00 	R	$199.00 
Cash In Wallet			8/11/2018	Hot Dog Stand San Diago	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Getting Hot dogs with Joey	$24.00 	$0.00 	R	$175.00 
Cash In Wallet			8/13/2018	Andrew Ottaway	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Food	$20.00 	$0.00 	R	$155.00 
Cash In Wallet			8/15/2018	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$9.00 	$0.00 	R	$146.00 
Cash In Wallet			8/16/2018	Barber	Everday Wants:Spending Money	Everday Wants	Spending Money	Haircut in San Diago	$25.00 	$0.00 	R	$121.00 
Cash In Wallet			8/25/2018	Boss Of Bosses	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation		$25.00 	$0.00 	R	$96.00 
Cash In Wallet			8/31/2018	Mom	Income:Available this month	Income	Available this month		$0.00 	$100.00 	R	$196.00 
Cash In Wallet			9/1/2018	Taquerita	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation		$28.00 	$0.00 	R	$168.00 
Cash In Wallet			9/4/2018	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$30.00 	$0.00 	R	$138.00 
Cash In Wallet			9/6/2018	Ricks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Cover	$5.00 	$0.00 	R	$133.00 
Cash In Wallet			9/7/2018	Charlies	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Covering meal from Katherine	$11.00 	$0.00 	R	$122.00 
Cash In Wallet			9/10/2018	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$20.00 	$0.00 	R	$102.00 
Cash In Wallet			9/14/2018	Cantina	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Lydias Birthday	$2.00 	$0.00 	R	$100.00 
Cash In Wallet			9/22/2018	Garage Bar	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Cover	$12.00 	$0.00 	R	$88.00 
Cash In Wallet			9/29/2018	No Thai	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Matt and Joey	$10.00 	$0.00 	R	$78.00 
Cash In Wallet			10/8/2018	Church Barber Shop	Everday Wants:Spending Money	Everday Wants	Spending Money	Haircut 	$20.00 	$0.00 	R	$58.00 
Cash In Wallet			10/27/2018	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$13.00 	$0.00 	R	$45.00 
Cash In Wallet			11/3/2018	Skeeps	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Beer for Teerths Birthday	$5.00 	$0.00 	U	$40.00 
Cash In Wallet			11/3/2018	Skeeps	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Enterance Fee	$10.00 	$0.00 	U	$30.00 
Cash in Safe			7/6/2016	Starting Balance	Income:Available this month	Income	Available this month		$0.00 	$900.00 	R	$900.00 
Cash in Safe			8/20/2016	Transfer : Cash In Wallet					$100.00 	$0.00 	R	$800.00 
Cash in Safe			11/5/2016	Transfer : Cash In Wallet					$50.00 	$0.00 	R	$750.00 
Cash in Safe			11/6/2016	Aunt Jane	Income:Available this month	Income	Available this month	NY stay	$0.00 	$100.00 	R	$850.00 
Cash in Safe			12/26/2016	Mom And Dad	Income:Available next month	Income	Available next month	Christmas	$0.00 	$500.00 	R	"$1,350.00 "
Cash in Safe			12/26/2016	Aunt Jane	Income:Available this month	Income	Available this month	Christmas	$0.00 	$50.00 	R	"$1,400.00 "
Cash in Safe			12/31/2016	Transfer : Cash In Wallet					$50.00 	$0.00 	R	"$1,350.00 "
Cash in Safe			1/2/2017	Enterprise Parking Systems	Infrequent Purchases and Payments:One-Offs [25->150]	Hidden Categories	Infrequent Purchases and Payments ` One-Offs [25->150] ` 9970A765-F089-A4B4-D50E-14E37309C9CF	Haley Parking in the basement	$150.00 	$0.00 	R	"$1,200.00 "
Cash in Safe			1/16/2017	Transfer : Cash In Wallet					$0.00 	$20.00 	R	"$1,220.00 "
Cash in Safe			3/5/2017	Transfer : Cash In Wallet					$200.00 	$0.00 	R	"$1,020.00 "
Cash in Safe			6/3/2017	Transfer : Cash In Wallet					$100.00 	$0.00 	R	$920.00 
Cash in Safe			7/17/2017	Craigs List	Income:Available this month	Income	Available this month	Selling the dresser	$0.00 	$60.00 	R	$980.00 
Cash in Safe			7/20/2017	Transfer : Cash In Wallet					$0.00 	$100.00 	R	"$1,080.00 "
Cash in Safe			7/21/2017	Craigs List	Income:Available this month	Income	Available this month	Selling the table	$0.00 	$55.00 	R	"$1,135.00 "
Cash in Safe			7/25/2017	Craigs List	Income:Available this month	Income	Available this month	Selling the night stand 	$0.00 	$10.00 	R	"$1,145.00 "
Cash in Safe			7/28/2017	Craigs List	Income:Available this month	Income	Available this month	Selling the couch	$0.00 	$50.00 	R	"$1,195.00 "
Cash in Safe			7/29/2017	Transfer : Cash In Wallet					$300.00 	$0.00 	R	$895.00 
Cash in Safe			8/20/2017	Transfer : Cash In Wallet					$0.00 	$200.00 	R	"$1,095.00 "
